DISTRICT,CUSTODIAL RAPE,OTHER IPC CRIMES,STATE/UT,OTHER RAPE,CRIMINAL BREACH OF TRUST,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,THEFT,RAPE,RIOTS,KIDNAPPING & ABDUCTION,ROBBERY,YEAR,AUTO THEFT,OTHER THEFT,ATTEMPT TO MURDER,MURDER,ARSON,TOTAL IPC CRIMES,DACOITY,COUNTERFIETING,BURGLARY,CHEATING
DHANBAD RLY.,0,95,JHARKHAND,1,0,0,185,1,8,4,7,2010,29,156,0,5,0,336,8,3,2,6
DUMKA,0,403,JHARKHAND,52,17,4,253,52,62,38,8,2010,42,211,16,57,7,1504,4,0,58,11
GARHWA,0,349,JHARKHAND,21,3,0,69,21,163,27,40,2010,13,56,91,61,18,1303,8,0,44,36
GIRIDIH,0,1244,JHARKHAND,37,8,0,293,37,316,58,30,2010,63,230,55,59,12,2580,33,0,73,42
GODDA,0,445,JHARKHAND,26,19,3,146,26,131,42,16,2010,19,127,104,57,11,1464,4,0,45,28
GUMLA,0,211,JHARKHAND,57,17,11,76,57,30,44,31,2010,33,43,66,153,12,945,6,0,11,22
HAZARIBAGH,0,794,JHARKHAND,30,20,5,214,30,232,53,41,2010,97,117,50,69,9,2238,17,2,68,58
JAMSHEDPUR,0,778,JHARKHAND,38,50,15,947,38,160,89,36,2010,494,453,36,113,18,3574,14,0,171,102
JAMSHEDPUR RLY.,0,40,JHARKHAND,0,0,1,165,0,0,4,8,2010,13,152,0,8,0,248,1,0,1,3
JAMTARA,0,256,JHARKHAND,9,5,1,59,9,49,9,10,2010,29,30,54,25,3,525,8,0,17,9
KHUNTI,0,47,JHARKHAND,2,20,2,43,2,4,7,13,2010,9,34,7,71,0,306,6,0,6,8
KODERMA,0,303,JHARKHAND,15,19,1,85,15,60,23,8,2010,25,60,44,29,3,927,7,0,21,52
LATEHAR,0,84,JHARKHAND,16,3,0,70,16,27,25,12,2010,17,53,32,43,9,455,11,0,17,15
LOHARDAGGA,0,126,JHARKHAND,39,20,1,46,39,19,24,13,2010,4,42,0,35,4,513,6,0,19,30
PAKUR,0,308,JHARKHAND,45,8,6,79,45,77,17,8,2010,4,75,4,32,6,731,2,0,15,8
PALAMU,0,698,JHARKHAND,27,37,0,173,27,193,63,49,2010,42,131,151,89,29,2101,25,0,68,62
RAMGARH,0,276,JHARKHAND,13,19,3,105,13,54,23,15,2010,69,36,10,40,5,932,9,1,27,43
RANCHI,0,1825,JHARKHAND,92,65,8,1683,92,198,128,160,2010,884,799,55,183,10,5862,34,4,174,168
SAHEBGANJ,0,270,JHARKHAND,51,18,3,102,51,57,33,11,2010,17,85,51,71,1,907,4,1,24,25
SARAIKELA,0,238,JHARKHAND,32,12,4,198,32,13,16,24,2010,90,108,49,65,2,886,15,0,45,51
SIMDEGA,0,54,JHARKHAND,18,6,0,37,18,4,14,17,2010,11,26,15,88,6,368,11,0,12,3
TOTAL,0,13477,JHARKHAND,773,505,82,7090,773,2447,978,709,2010,2709,4381,1028,1689,185,38889,335,16,1357,988
BAGALKOT,0,1227,KARNATAKA,9,8,0,149,9,164,11,24,2010,71,78,28,51,4,2189,0,1,92,46
BANGALORE COMMR.,0,10333,KARNATAKA,65,139,5,10568,65,349,513,641,2010,6407,4161,445,266,7,32188,66,72,1335,3073
BANGALORE RURAL,0,2410,KARNATAKA,16,16,1,686,16,240,30,81,2010,388,298,50,100,0,4612,15,0,261,83
BELGAUM,0,3777,KARNATAKA,42,26,2,567,42,572,62,61,2010,320,247,106,124,12,7463,14,9,239,243
BELLARY,0,1844,KARNATAKA,12,9,0,270,12,228,20,28,2010,179,91,40,58,16,3414,8,5,150,77
BIDAR,0,1942,KARNATAKA,8,16,1,149,8,165,26,17,2010,54,95,39,41,15,3599,5,2,114,48
BIJAPUR,0,1615,KARNATAKA,13,16,1,135,13,294,43,23,2010,71,64,49,59,3,3259,4,2,126,100
CBPURA,0,1050,KARNATAKA,9,14,11,257,9,248,30,29,2010,98,159,41,39,0,2333,3,1,109,56
CHAMARAJNAGAR,0,914,KARNATAKA,12,2,0,134,12,124,6,7,2010,46,88,18,31,0,1937,1,1,72,19
CHICKMAGALUR,0,1491,KARNATAKA,19,6,2,179,19,152,28,26,2010,70,109,32,26,6,3165,7,5,122,46
CHITRADURGA,0,2496,KARNATAKA,26,7,3,275,26,388,39,40,2010,123,152,34,40,17,4752,4,4,101,63
DAKSHIN KANNADA,0,2467,KARNATAKA,16,9,1,391,16,194,16,40,2010,184,207,47,43,15,4196,8,19,218,151
DAVANAGERE,0,1575,KARNATAKA,16,13,6,270,16,270,20,27,2010,140,130,25,29,0,3059,5,3,127,59
DHARWAD COMMR.,0,1129,KARNATAKA,1,15,0,348,1,86,20,62,2010,199,149,16,17,9,2221,4,3,128,154
DHARWAD RURAL,0,872,KARNATAKA,8,6,1,56,8,128,14,11,2010,11,45,33,28,3,1487,0,0,40,13
GADAG,0,464,KARNATAKA,6,3,0,62,6,96,8,6,2010,24,38,11,27,1,1107,1,0,46,19
GULBARGA,0,2050,KARNATAKA,34,19,3,349,34,456,75,87,2010,159,190,103,89,31,4799,26,2,216,81
HASSAN,0,3045,KARNATAKA,23,10,4,374,23,322,34,81,2010,183,191,83,61,0,6204,13,3,267,123
HAVERI,0,1247,KARNATAKA,6,10,4,126,6,220,23,10,2010,57,69,23,28,0,2245,3,0,64,46
K.G.F.,0,323,KARNATAKA,7,0,0,88,7,55,16,10,2010,37,51,12,16,0,991,0,1,57,17
KODAGU,0,869,KARNATAKA,20,4,0,113,20,44,15,20,2010,27,86,30,37,3,2199,3,1,116,31
KOLAR,0,939,KARNATAKA,12,17,2,212,12,196,18,18,2010,129,83,54,40,0,1912,2,1,73,20
KOPPAL,0,1161,KARNATAKA,10,6,14,117,10,153,21,9,2010,60,57,27,28,0,1951,6,0,92,37
MANDYA,0,3192,KARNATAKA,30,16,1,564,30,384,47,56,2010,256,308,62,83,44,6626,9,3,303,111
MYSORE COMMR.,0,1313,KARNATAKA,7,10,0,855,7,95,24,199,2010,564,291,51,30,0,3407,6,9,203,276
MYSORE RURAL,0,1898,KARNATAKA,43,12,0,338,43,303,37,34,2010,117,221,72,80,0,4464,8,1,294,47
RAICHUR,0,1612,KARNATAKA,31,10,3,149,31,291,38,12,2010,65,84,47,49,3,3349,1,0,80,107
RAILWAYS,0,43,KARNATAKA,1,0,0,436,1,5,2,29,2010,10,426,0,14,0,580,0,5,2,6
RAMANAGAR,0,2326,KARNATAKA,14,8,0,512,14,275,38,70,2010,233,279,72,89,28,4440,10,11,244,57
SHIMOGA,0,2655,KARNATAKA,17,6,2,403,17,495,31,44,2010,232,171,58,34,21,5839,15,2,231,144
TUMKUR,0,2485,KARNATAKA,25,11,4,652,25,278,29,87,2010,217,435,57,88,34,5101,15,5,255,85
UDUPI,0,1709,KARNATAKA,12,5,1,142,12,134,7,40,2010,51,91,17,15,2,2699,5,16,139,54
UTTAR KANNADA,0,2037,KARNATAKA,11,15,22,100,11,104,13,17,2010,33,67,17,22,7,2993,2,2,84,27
YADGIRI,0,613,KARNATAKA,5,0,0,67,5,202,20,3,2010,25,42,51,23,5,1542,3,3,59,24
TOTAL,0,65123,KARNATAKA,586,464,94,20093,586,7710,1374,1949,2010,10840,9253,1850,1805,286,142322,272,192,6059,5543
ALAPUZHA,0,4790,KERALA,40,15,10,287,40,443,21,43,2010,116,171,27,27,18,7842,6,0,171,228
ERNAKULAM COMMR.,0,24227,KERALA,20,15,3,233,20,244,8,34,2010,99,134,11,4,2,25735,2,2,79,313
ERNAKULAM RURAL,0,9825,KERALA,42,10,11,301,42,323,14,56,2010,73,228,17,25,13,12225,3,5,130,168
IDUKKI,0,6033,KERALA,33,12,2,145,33,307,7,11,2010,27,118,37,15,11,8620,1,5,111,173
KANNUR,0,2574,KERALA,23,20,6,156,23,935,11,61,2010,63,93,19,26,58,5850,12,1,148,117
KASARGOD,0,1213,KERALA,23,30,1,108,23,428,9,22,2010,50,58,9,8,34,3238,1,0,106,118
KOLLAM,0,6714,KERALA,55,25,8,400,55,894,36,37,2010,127,273,30,40,23,11879,6,2,271,207
KOTTAYAM,0,4562,KERALA,46,27,8,246,46,423,11,32,2010,65,181,23,17,10,8151,2,1,165,306
KOZHIKODE COMMR.,0,2015,KERALA,16,32,0,363,16,265,11,73,2010,183,180,3,7,16,3938,2,3,175,130
KOZHIKODE RURAL,0,4330,KERALA,35,8,1,119,35,838,17,16,2010,48,71,31,16,64,7358,9,1,141,147
MALAPPURAM,0,5745,KERALA,49,24,5,306,49,705,21,41,2010,137,169,34,14,14,9196,8,11,217,286
PALAKKAD,0,7533,KERALA,49,41,4,186,49,523,11,13,2010,57,129,24,42,24,10449,2,9,177,205
PATHANAMTHITTA,0,2916,KERALA,29,12,0,180,29,328,11,24,2010,50,130,13,19,10,4971,1,0,101,105
RAILWAYS,0,18,KERALA,0,0,0,223,0,6,1,9,2010,0,223,0,1,0,333,0,0,2,1
THRISSUR,0,8036,KERALA,49,13,13,296,49,791,16,43,2010,104,192,37,30,34,11420,6,1,145,298
TRIVANDRUM COMMR.,0,2668,KERALA,27,28,3,424,27,477,22,76,2010,159,265,16,15,9,5652,4,8,221,409
TRIVANDRUM RURAL,0,4099,KERALA,68,26,11,342,68,610,31,42,2010,115,227,26,42,27,8696,8,5,246,280
WAYANADU,0,1370,KERALA,30,5,0,65,30,184,3,3,2010,13,52,4,15,7,2760,1,0,76,90
TOTAL,0,98668,KERALA,634,343,86,4380,634,8724,261,636,2010,1486,2894,361,363,374,148313,74,54,2682,3581
ALIRAJPUR,0,651,MADHYA PRADESH,27,0,0,69,27,16,7,8,2010,32,37,56,54,11,1330,1,0,33,2
ANUPPUR,0,633,MADHYA PRADESH,35,1,0,92,35,26,6,14,2010,47,45,7,36,2,1365,1,0,76,19
ASHOK NAGAR,0,1057,MADHYA PRADESH,45,4,4,110,45,25,9,15,2010,43,67,29,29,2,2649,2,1,99,23
BALAGHAT,0,1575,MADHYA PRADESH,52,7,3,88,52,51,7,18,2010,33,55,17,39,15,2637,2,0,99,26
BARWANI,0,1053,MADHYA PRADESH,32,2,3,161,32,19,4,7,2010,57,104,21,51,7,1913,2,0,55,15
BETUL,0,1857,MADHYA PRADESH,144,0,0,189,144,3,25,16,2010,75,114,27,58,11,3177,0,0,108,14
BHIND,0,1123,MADHYA PRADESH,30,7,4,178,30,58,11,54,2010,99,79,78,78,6,3211,1,0,94,20
BHOPAL,0,7249,MADHYA PRADESH,106,9,5,2488,106,104,66,207,2010,1578,910,73,71,14,13711,8,3,883,186
BHOPAL RLY.,0,203,MADHYA PRADESH,2,0,0,883,2,6,1,8,2010,16,867,2,1,0,1138,3,1,4,3
BURHANPUR,0,800,MADHYA PRADESH,22,4,0,106,22,27,2,6,2010,37,69,5,16,3,1263,0,0,40,13
CHHATARPUR,0,2591,MADHYA PRADESH,55,6,4,243,55,83,26,64,2010,127,116,71,69,19,4692,1,1,310,37
CHHINDWARA,0,2373,MADHYA PRADESH,102,9,3,279,102,81,17,22,2010,111,168,27,86,10,5190,1,0,191,51
DAMOH,0,1039,MADHYA PRADESH,41,4,0,156,41,23,22,30,2010,80,76,65,49,11,3399,2,1,153,28
DATIYA,0,1446,MADHYA PRADESH,27,5,0,126,27,36,11,52,2010,41,85,59,61,12,2530,1,0,92,16
DEWAS,0,3410,MADHYA PRADESH,89,11,0,678,89,68,28,35,2010,310,368,67,47,31,5692,1,0,176,40
DHAR,0,3362,MADHYA PRADESH,89,34,2,473,89,93,42,34,2010,222,251,66,71,33,5737,6,0,191,20
DINDORI,0,537,MADHYA PRADESH,31,3,3,30,31,8,2,4,2010,8,22,2,20,2,994,0,0,27,17
GUNA,0,1369,MADHYA PRADESH,56,3,0,217,56,84,12,33,2010,115,102,34,37,15,3459,4,1,136,23
GWALIOR,0,5161,MADHYA PRADESH,71,35,26,2044,71,173,102,190,2010,1466,578,176,99,23,11337,10,1,1105,156
HARDA,0,330,MADHYA PRADESH,40,0,0,113,40,17,9,3,2010,62,51,17,25,4,1362,0,0,84,13
HOSHANGABAD,0,2478,MADHYA PRADESH,73,9,3,368,73,49,38,46,2010,199,169,39,52,16,4284,4,0,216,50
INDORE,0,8034,MADHYA PRADESH,104,51,4,3843,104,108,56,238,2010,2843,1000,149,108,41,18473,6,16,836,174
INDORE RLY.,0,92,MADHYA PRADESH,0,0,1,164,0,1,1,5,2010,0,164,1,1,0,275,0,0,3,1
JABALPUR,0,6132,MADHYA PRADESH,130,5,0,766,130,83,34,73,2010,513,253,95,81,8,9973,2,0,349,89
JABALPUR RLY.,0,73,MADHYA PRADESH,5,1,0,395,5,2,1,4,2010,7,388,2,0,0,496,0,0,4,0
JHABUA,0,599,MADHYA PRADESH,35,7,0,124,35,22,14,25,2010,83,41,26,26,20,1939,1,0,74,2
KATNI,0,1248,MADHYA PRADESH,69,0,4,170,69,26,16,14,2010,98,72,34,37,11,3220,0,0,148,39
KHANDWA,0,2110,MADHYA PRADESH,46,3,1,213,46,38,15,11,2010,92,121,33,38,15,3111,0,0,186,14
KHARGON,0,2664,MADHYA PRADESH,71,3,5,389,71,31,14,11,2010,100,289,40,49,7,4121,0,0,133,21
MANDLA,0,1034,MADHYA PRADESH,56,3,5,39,56,17,7,3,2010,6,33,13,33,8,1824,0,0,70,21
MANDSAUR,0,2088,MADHYA PRADESH,58,28,0,275,58,32,24,32,2010,132,143,31,25,11,3203,3,1,113,30
MORENA,0,1705,MADHYA PRADESH,40,2,2,344,40,128,20,27,2010,209,135,94,57,7,4912,9,0,140,31
NARSINGHPUR,0,927,MADHYA PRADESH,65,4,6,140,65,60,6,18,2010,67,73,36,45,14,3135,1,1,117,16
NEEMUCH,0,953,MADHYA PRADESH,12,56,0,206,12,47,14,22,2010,99,107,18,20,11,2046,0,1,153,22
PANNA,0,1103,MADHYA PRADESH,47,4,3,115,47,3,11,27,2010,23,92,21,25,6,2077,2,0,142,34
RAISEN,0,1512,MADHYA PRADESH,86,1,0,260,86,56,34,15,2010,102,158,44,54,5,4461,2,0,97,4
RAJGARH,0,2820,MADHYA PRADESH,73,8,2,277,73,68,34,37,2010,130,147,28,36,51,4430,2,0,146,19
RATLAM,0,1684,MADHYA PRADESH,88,39,1,345,88,64,24,30,2010,132,213,49,53,26,4245,1,0,121,51
REWA,0,3083,MADHYA PRADESH,81,21,0,452,81,56,45,50,2010,200,252,44,51,27,5562,3,1,347,38
SAGAR,0,3435,MADHYA PRADESH,120,14,1,533,120,108,67,54,2010,279,254,123,90,28,8518,2,2,382,43
SATNA,0,2564,MADHYA PRADESH,89,16,4,420,89,42,27,45,2010,244,176,49,73,17,5373,4,0,321,27
SEONI,0,1737,MADHYA PRADESH,71,8,4,147,71,37,21,14,2010,56,91,20,39,5,2906,1,0,135,51
SHAHDOL,0,1951,MADHYA PRADESH,61,7,0,161,61,20,16,21,2010,63,98,17,34,12,2937,1,0,173,24
SHAJAPUR,0,1105,MADHYA PRADESH,56,18,1,390,56,46,19,27,2010,145,245,34,38,18,3225,7,0,153,11
SHEOPUR,0,588,MADHYA PRADESH,11,0,0,49,11,56,10,7,2010,10,39,13,17,2,1214,2,0,40,9
SHIVPURI,0,2117,MADHYA PRADESH,73,3,8,215,73,69,28,39,2010,94,121,30,56,20,4357,8,0,114,23
SIDHI,0,1512,MADHYA PRADESH,44,5,0,133,44,19,29,18,2010,27,106,20,32,20,2603,0,0,170,15
SIHORE,0,2441,MADHYA PRADESH,70,6,1,282,70,40,32,16,2010,126,156,48,45,23,3986,1,1,129,38
SINGRAULI,0,1025,MADHYA PRADESH,46,4,4,148,46,25,24,12,2010,50,98,20,32,6,2156,0,0,120,12
TIKAMGARH,0,1863,MADHYA PRADESH,78,3,2,172,78,45,19,25,2010,59,113,25,34,12,3718,1,0,131,27
UJJAIN,0,5496,MADHYA PRADESH,77,22,1,967,77,129,54,92,2010,449,518,120,77,33,8708,1,1,409,61
UMARIYA,0,886,MADHYA PRADESH,23,0,0,40,23,13,2,8,2010,13,27,4,14,9,1238,0,0,47,11
VIDISHA,0,2512,MADHYA PRADESH,81,12,3,312,81,65,22,33,2010,144,168,58,54,28,4757,0,0,222,49
TOTAL,0,107390,MADHYA PRADESH,3135,507,123,21577,3135,2606,1187,1919,2010,11353,10224,2277,2423,748,214269,110,33,9897,1779
AHMEDNAGAR,0,1508,MAHARASHTRA,57,47,1,1517,57,570,58,155,2010,536,981,75,122,46,7215,58,9,579,254
AKOLA,0,1233,MAHARASHTRA,25,25,3,1053,25,172,25,83,2010,183,870,66,46,45,4472,11,5,283,113
AMRAVATI COMMR.,0,840,MAHARASHTRA,20,31,4,988,20,55,31,54,2010,238,750,30,11,16,3079,3,6,232,63
AMRAVATI RURAL,0,1399,MAHARASHTRA,40,15,1,850,40,118,31,25,2010,110,740,37,64,68,4574,10,2,248,55
AURANGABAD COMMR.,0,985,MAHARASHTRA,23,26,1,1012,23,138,40,122,2010,474,538,86,38,15,3953,22,1,347,207
AURANGABAD RURAL,0,623,MAHARASHTRA,16,13,4,532,16,240,16,30,2010,166,366,33,49,30,3223,17,1,225,81
BEED,0,785,MAHARASHTRA,28,19,6,523,28,297,44,71,2010,181,342,74,86,39,4049,37,4,298,95
BHANDARA,0,792,MAHARASHTRA,24,20,4,448,24,49,15,17,2010,88,360,7,24,18,2242,0,9,208,28
BULDHANA,0,1081,MAHARASHTRA,29,26,4,642,29,255,21,36,2010,183,459,48,59,70,3972,8,8,174,77
CHANDRAPUR,0,1344,MAHARASHTRA,43,22,3,661,43,104,21,24,2010,141,520,29,56,45,4006,3,3,264,76
DHULE,0,868,MAHARASHTRA,18,25,1,398,18,198,12,42,2010,138,260,54,48,16,2974,24,3,197,77
GADCHIROLI,0,298,MAHARASHTRA,16,5,1,124,16,21,11,11,2010,34,90,30,58,46,1082,6,0,93,14
GONDIA,0,585,MAHARASHTRA,28,16,4,323,28,48,18,20,2010,76,247,15,29,22,1982,3,5,191,35
HINGOLI,0,541,MAHARASHTRA,14,3,0,180,14,142,6,40,2010,58,122,36,38,30,1865,9,3,93,60
JALGAON,0,1295,MAHARASHTRA,49,101,4,879,49,320,41,62,2010,238,641,71,94,40,5408,41,17,281,198
JALNA,0,580,MAHARASHTRA,11,9,3,419,11,219,13,71,2010,140,279,43,51,20,2960,16,1,213,103
KOLHAPUR,0,991,MAHARASHTRA,27,67,1,700,27,218,22,45,2010,334,366,30,52,16,3727,13,5,229,267
LATUR,0,960,MAHARASHTRA,28,14,0,444,28,242,31,57,2010,187,257,41,65,33,3513,20,6,226,87
MUMBAI COMMR.,0,7093,MAHARASHTRA,194,482,7,13195,194,391,194,410,2010,4167,9028,170,228,22,33932,35,76,3059,2211
MUMBAI RLY.,0,69,MAHARASHTRA,2,7,2,2037,2,8,4,55,2010,1,2036,7,6,0,2322,4,1,2,42
NAGPUR COMMR.,0,2780,MAHARASHTRA,58,72,5,1732,58,183,57,259,2010,852,880,69,88,20,7728,13,24,599,264
NAGPUR RLY.,0,61,MAHARASHTRA,1,6,0,942,1,10,3,43,2010,19,923,3,10,1,1135,7,5,2,3
NAGPUR RURAL,0,1275,MAHARASHTRA,39,11,3,734,39,94,30,57,2010,187,547,29,86,50,3922,11,1,236,41
NANDED,0,1520,MAHARASHTRA,36,22,3,516,36,309,52,99,2010,168,348,67,82,50,5312,25,5,416,178
NANDURBAR,0,438,MAHARASHTRA,20,7,3,161,20,123,14,7,2010,57,104,14,43,9,1542,12,5,82,41
NASIK COMMR.,0,693,MAHARASHTRA,30,52,1,1882,30,146,27,117,2010,963,919,32,37,17,4484,24,23,528,187
